detector type,Keypoint detection time(ms),total keypoints,descriptor type,descriptor time taken(ms),matcher type,selector type,Matcher time taken(ms),No of matched points,TTC Lidar,matched points in currBB,TTC Camera,
FAST,2.4824,5464,SIFT,443.942,MAT_BF,SEL_KNN,956.937,3627,9.51556,235,10.5155,
FAST,2.65946,5563,SIFT,394.597,MAT_BF,SEL_KNN,981.429,3627,9.61238,231,9.62546,
FAST,2.68616,5497,SIFT,386.66,MAT_BF,SEL_KNN,967.734,3733,8.3988,228,10.7261,
FAST,2.63405,5275,BRISK,51.3989,
FAST,2.57742,5291,BRISK,51.9855,MAT_BF,SEL_KNN,1406.51,1596,12.5156,107,12.886,
FAST,2.7653,5202,BRISK,51.248,MAT_BF,SEL_KNN,1398.1,1564,12.6142,110,12.1206,
FAST,2.37451,5090,BRISK,48.169,MAT_BF,SEL_KNN,1332,1563,14.091,116,13.3361,
FAST,2.37935,5118,BRISK,49.7049,MAT_BF,SEL_KNN,1317.75,1467,16.6894,118,12.602,
FAST,2.59782,5180,BRISK,52.0242,MAT_BF,SEL_KNN,1329.64,1589,15.7466,99,13.0881,
FAST,2.52655,5192,BRISK,49.126,MAT_BF,SEL_KNN,1330.73,1505,12.7834,112,13.3538,
FAST,2.58754,5177,BRISK,50.7689,MAT_BF,SEL_KNN,1333.24,1393,11.9844,129,13.3261,
FAST,2.62268,5176,BRISK,48.7711,MAT_BF,SEL_KNN,1321.56,1514,13.1241,109,11.9215,
FAST,2.57204,5225,BRISK,49.2044,MAT_BF,SEL_KNN,1351.69,1446,13.0241,128,12.6032,
FAST,2.60047,5331,BRISK,52.014,MAT_BF,SEL_KNN,1369,1424,11.1746,138,13.0553,
FAST,2.51426,5351,BRISK,50.6708,MAT_BF,SEL_KNN,1402.22,1516,12.8086,119,11.4696,
FAST,2.59791,5244,BRISK,51.8529,MAT_BF,SEL_KNN,1400.74,1499,8.95978,148,12.6115,
FAST,2.71373,5231,BRISK,51.2328,MAT_BF,SEL_KNN,1358.72,1475,9.96439,150,11.8426,
FAST,3.00922,5286,BRISK,51.8529,MAT_BF,SEL_KNN,1370.32,1530,9.59863,159,11.6986,
FAST,6.34931,5464,BRISK,53.4274,MAT_BF,SEL_KNN,1441.89,1658,8.52157,141,11.0468,
FAST,2.6182,5464,BRISK,53.033,MAT_BF,SEL_KNN,1498.9,1741,9.51556,140,11.7153,
FAST,2.71172,5563,BRISK,54.3003,MAT_BF,SEL_KNN,1522.4,1834,9.61238,128,10.6011,
FAST,2.64062,5497,BRISK,53.6078,MAT_BF,SEL_KNN,1551.56,1749,8.3988,121,11.3371,
BRISK,47.8424,2896,FREAK,67.0616,
BRISK,45.9035,3000,FREAK,67.2826,MAT_BF,SEL_KNN,334.755,907,12.5156,72,13.0472,
BRISK,44.0802,2974,FREAK,67.275,MAT_BF,SEL_KNN,347.455,922,12.6142,92,21.7152,
BRISK,44.7684,2953,FREAK,66.7606,MAT_BF,SEL_KNN,348.338,960,14.091,99,12.8237,
BRISK,43.4451,2855,FREAK,65.7205,MAT_BF,SEL_KNN,334.574,909,16.6894,76,15.0627,
BRISK,45.7445,2906,FREAK,66.9471,MAT_BF,SEL_KNN,336.392,918,15.7466,64,31.8945,
BRISK,46.6202,2886,FREAK,70.0525,MAT_BF,SEL_KNN,343.679,893,12.7834,81,14.8626,
BRISK,44.7283,2886,FREAK,67.6382,MAT_BF,SEL_KNN,331.743,824,11.9844,98,17.2715,
BRISK,44.6965,2893,FREAK,65.3996,MAT_BF,SEL_KNN,329.751,889,13.1241,82,16.2216,
BRISK,46.6469,2930,FREAK,67.9472,MAT_BF,SEL_KNN,332.456,873,13.0241,90,15.6565,
BRISK,48.5827,3022,FREAK,70.3176,MAT_BF,SEL_KNN,345.012,854,11.1746,95,12.2923,
BRISK,47.5296,3013,FREAK,67.7736,MAT_BF,SEL_KNN,337.764,877,12.8086,86,12.7008,
BRISK,46.3587,2949,FREAK,68.1676,MAT_BF,SEL_KNN,338.019,879,8.95978,103,12.402,
BRISK,47.4469,3012,FREAK,67.9634,MAT_BF,SEL_KNN,327.036,864,9.96439,100,11.8439,
BRISK,48.2964,3026,FREAK,68.8824,MAT_BF,SEL_KNN,339.286,876,9.59863,96,11.5357,
BRISK,48.3504,3074,FREAK,67.2598,MAT_BF,SEL_KNN,339.621,943,8.52157,93,13.1804,
BRISK,49.2327,3131,FREAK,69.1074,MAT_BF,SEL_KNN,365.126,900,9.51556,84,10.1386,
BRISK,49.1976,3135,FREAK,68.8467,MAT_BF,SEL_KNN,367.347,1001,9.61238,84,9.85287,
BRISK,50.8897,3146,FREAK,69.4938,MAT_BF,SEL_KNN,375.29,985,8.3988,103,9.93611,
BRISK,44.1769,2896,BRIEF,10.5701,
BRISK,47.189,3000,BRIEF,10.6734,MAT_BF,SEL_KNN,254.703,1168,12.5156,80,13.8976,
BRISK,45.1335,2974,BRIEF,10.3901,MAT_BF,SEL_KNN,259.228,1220,12.6142,91,13.0946,
BRISK,45.2918,2953,BRIEF,11.596,MAT_BF,SEL_KNN,260.451,1285,14.091,116,13.6711,
BRISK,43.8009,2855,BRIEF,9.8509,MAT_BF,SEL_KNN,246.503,1223,16.6894,93,14.6078,
BRISK,45.0018,2906,BRIEF,10.2689,MAT_BF,SEL_KNN,242.373,1232,15.7466,88,13.5831,
BRISK,45.264,2886,BRIEF,9.99014,MAT_BF,SEL_KNN,244.249,1232,12.7834,110,14.9177,
BRISK,47.3539,2886,BRIEF,10.4302,MAT_BF,SEL_KNN,247.967,1213,11.9844,120,13.4611,
BRISK,47.2886,2893,BRIEF,10.4969,MAT_BF,SEL_KNN,241.968,1216,13.1241,102,16.8297,
BRISK,46.0389,2930,BRIEF,10.6306,MAT_BF,SEL_KNN,247.323,1251,13.0241,119,15.2453,
BRISK,46.5272,3022,BRIEF,10.3982,MAT_BF,SEL_KNN,254.832,1222,11.1746,103,11.9153,
BRISK,45.9612,3013,BRIEF,9.77106,MAT_BF,SEL_KNN,266.953,1228,12.8086,84,12.2422,
BRISK,46.7912,2949,BRIEF,9.66423,MAT_BF,SEL_KNN,256.203,1247,8.95978,114,12.7471,
BRISK,46.4388,3012,BRIEF,9.51855,MAT_BF,SEL_KNN,253.689,1230,9.96439,116,13.148,
BRISK,46.205,3026,BRIEF,9.62621,MAT_BF,SEL_KNN,262.796,1288,9.59863,120,10.3713,
BRISK,46.8947,3074,BRIEF,9.43043,MAT_BF,SEL_KNN,257.513,1349,8.52157,123,11.8821,
BRISK,49.1867,3131,BRIEF,9.90073,MAT_BF,SEL_KNN,275.307,1274,9.51556,131,12.1509,
BRISK,49.3157,3135,BRIEF,10.0095,MAT_BF,SEL_KNN,279.679,1348,9.61238,123,8.76497,
BRISK,48.8799,3146,BRIEF,10.8112,MAT_BF,SEL_KNN,283.428,1405,8.3988,120,10.7774,
BRISK,44.5763,2896,ORB,6.35934,
BRISK,46.068,3000,ORB,6.8785,MAT_BF,SEL_KNN,252.843,812,12.5156,57,18.7331,
BRISK,44.9401,2974,ORB,6.81259,MAT_BF,SEL_KNN,260.669,869,12.6142,82,22.2756,
BRISK,45.8818,2953,ORB,6.70739,MAT_BF,SEL_KNN,254.797,883,14.091,86,15.1514,
BRISK,44.8148,2855,ORB,6.76523,MAT_BF,SEL_KNN,243.763,828,16.6894,63,16.8692,
BRISK,45.0435,2906,ORB,6.24952,MAT_BF,SEL_KNN,243.04,829,15.7466,58,27.6976,
BRISK,45.5971,2886,ORB,6.6567,MAT_BF,SEL_KNN,238.466,836,12.7834,71,17.6814,
BRISK,44.1346,2886,ORB,6.34001,MAT_BF,SEL_KNN,237.385,807,11.9844,74,13.7289,
BRISK,45.6248,2893,ORB,6.5976,MAT_BF,SEL_KNN,244.441,794,13.1241,66,22.4336,
BRISK,45.1587,2930,ORB,6.82348,MAT_BF,SEL_KNN,243.177,793,13.0241,78,18.553,
BRISK,47.8807,3022,ORB,6.66816,MAT_BF,SEL_KNN,252.329,796,11.1746,89,12.3447,
BRISK,49.702,3013,ORB,6.54462,MAT_BF,SEL_KNN,260.431,832,12.8086,76,14.727,
BRISK,47.0447,2949,ORB,6.63549,MAT_BF,SEL_KNN,254.168,839,8.95978,97,13.0818,
BRISK,47.6365,3012,ORB,6.6134,MAT_BF,SEL_KNN,257.053,832,9.96439,88,11.0666,
BRISK,48.3389,3026,ORB,6.69682,MAT_BF,SEL_KNN,263.139,896,9.59863,98,14.6332,
BRISK,47.8574,3074,ORB,6.78439,MAT_BF,SEL_KNN,263.343,857,8.52157,87,12.2247,
BRISK,50.9559,3131,ORB,6.88507,MAT_BF,SEL_KNN,274.496,869,9.51556,83,11.6645,
BRISK,51.2054,3135,ORB,7.17254,MAT_BF,SEL_KNN,280.4,964,9.61238,85,8.74059,
BRISK,50.3267,3146,ORB,7.01872,MAT_BF,SEL_KNN,283.419,943,8.3988,93,12.3426,
BRISK,45.1677,2896,SIFT,467.371,
BRISK,47.0091,3000,SIFT,478.978,MAT_BF,SEL_KNN,297.968,1740,12.5156,105,12.727,
BRISK,44.743,2974,SIFT,466.242,MAT_BF,SEL_KNN,288.993,1774,12.6142,115,16.4562,
BRISK,43.578,2953,SIFT,463.652,MAT_BF,SEL_KNN,285.01,1780,14.091,137,16.5982,
BRISK,43.2696,2855,SIFT,457.616,MAT_BF,SEL_KNN,272.678,1756,16.6894,112,12.7417,
BRISK,46.178,2906,SIFT,476.473,MAT_BF,SEL_KNN,274.087,1718,15.7466,104,33.7155,
BRISK,45.2492,2886,SIFT,469.433,MAT_BF,SEL_KNN,289.521,1704,12.7834,111,15.387,
BRISK,47.1734,2886,SIFT,468.371,MAT_BF,SEL_KNN,269.612,1698,11.9844,129,13.3823,
BRISK,46.7876,2893,SIFT,458.928,MAT_BF,SEL_KNN,267.336,1669,13.1241,115,15.7781,
BRISK,46.1919,2930,SIFT,459.812,MAT_BF,SEL_KNN,274.635,1682,13.0241,134,15.4538,
BRISK,46.6823,3022,SIFT,467.307,MAT_BF,SEL_KNN,285.134,1712,11.1746,142,14.1023,
BRISK,46.9969,3013,SIFT,461.79,MAT_BF,SEL_KNN,293.012,1751,12.8086,120,14.9556,
BRISK,44.9551,2949,SIFT,450.699,MAT_BF,SEL_KNN,277.875,1716,8.95978,148,10.8758,
BRISK,46.0543,3012,SIFT,463.408,MAT_BF,SEL_KNN,294.74,1773,9.96439,142,13.9024,
BRISK,47.2568,3026,SIFT,464.569,MAT_BF,SEL_KNN,292.176,1715,9.59863,138,10.7668,
BRISK,49.068,3074,SIFT,475.384,MAT_BF,SEL_KNN,301.111,1801,8.52157,142,13.6452,
BRISK,48.924,3131,SIFT,475.911,MAT_BF,SEL_KNN,307.537,1820,9.51556,122,10.6877,
BRISK,50.401,3135,SIFT,496.19,MAT_BF,SEL_KNN,325.113,1872,9.61238,144,10.6205,
BRISK,48.0219,3146,SIFT,487.366,MAT_BF,SEL_KNN,314.778,1897,8.3988,149,12.0657,
BRISK,44.8171,2896,BRISK,30.2016,
BRISK,44.0968,3000,BRISK,31.9234,MAT_BF,SEL_KNN,479.307,1162,12.5156,84,11.9632,
BRISK,43.8855,2974,BRISK,31.8642,MAT_BF,SEL_KNN,505.947,1202,12.6142,108,22.6413,
BRISK,45.1033,2953,BRISK,32.998,MAT_BF,SEL_KNN,504.315,1185,14.091,113,14.5255,
BRISK,44.3981,2855,BRISK,30.5365,MAT_BF,SEL_KNN,461.063,1100,16.6894,90,16.3046,
BRISK,45.5694,2906,BRISK,34.2892,MAT_BF,SEL_KNN,454.511,1133,15.7466,85,27.6679,
BRISK,46.7862,2886,BRISK,29.7628,MAT_BF,SEL_KNN,458.595,1111,12.7834,97,14.6337,
BRISK,46.7927,2886,BRISK,31.3984,MAT_BF,SEL_KNN,466.108,1072,11.9844,111,15.5437,
BRISK,44.361,2893,BRISK,30.9955,MAT_BF,SEL_KNN,469.783,1101,13.1241,96,18.0417,
BRISK,46.8597,2930,BRISK,32.0538,MAT_BF,SEL_KNN,475.009,1085,13.0241,114,14.7708,
BRISK,48.5728,3022,BRISK,34.0798,MAT_BF,SEL_KNN,507.188,1091,11.1746,112,12.4125,
BRISK,47.5667,3013,BRISK,32.7015,MAT_BF,SEL_KNN,500.868,1145,12.8086,108,12.0802,
BRISK,45.1439,2949,BRISK,33.5363,MAT_BF,SEL_KNN,492.146,1164,8.95978,127,11.2959,
BRISK,45.8814,3012,BRISK,32.5229,MAT_BF,SEL_KNN,502.255,1145,9.96439,125,12.6239,
BRISK,48.0023,3026,BRISK,32.1458,MAT_BF,SEL_KNN,505.292,1163,9.59863,117,11.3519,
BRISK,48.9805,3074,BRISK,35.0072,MAT_BF,SEL_KNN,531.407,1242,8.52157,132,12.9792,
BRISK,49.4871,3131,BRISK,33.6419,MAT_BF,SEL_KNN,543.095,1225,9.51556,108,11.0861,
BRISK,50.2704,3135,BRISK,33.6622,MAT_BF,SEL_KNN,546.097,1255,9.61238,123,10.1494,
BRISK,49.4972,3146,BRISK,33.3177,MAT_BF,SEL_KNN,562.701,1332,8.3988,138,12.9238,
SHITOMASI,21.8539,1723,FREAK,62.5442,
SHITOMASI,12.7188,1759,FREAK,61.0657,MAT_BF,SEL_KNN,146.395,476,12.5156,40,13.0861,
SHITOMASI,13.0932,1820,FREAK,60.4859,MAT_BF,SEL_KNN,153.796,531,12.6142,40,12.5676,
SHITOMASI,13.3344,1850,FREAK,64.0006,MAT_BF,SEL_KNN,162.818,541,14.091,32,13.4354,
SHITOMASI,13.4712,1828,FREAK,59.491,MAT_BF,SEL_KNN,160.911,510,16.6894,43,11.6234,
SHITOMASI,12.5246,1806,FREAK,58.6446,MAT_BF,SEL_KNN,155.796,526,15.7466,44,12.5462,
SHITOMASI,12.249,1877,FREAK,59.9936,MAT_BF,SEL_KNN,151.576,493,12.7834,39,13.5639,
SHITOMASI,12.5732,1894,FREAK,58.6212,MAT_BF,SEL_KNN,152.554,485,11.9844,47,12.5185,
SHITOMASI,12.9896,1889,FREAK,59.177,MAT_BF,SEL_KNN,156.618,535,13.1241,52,10.8914,
SHITOMASI,12.8933,1917,FREAK,64.8892,MAT_BF,SEL_KNN,163.936,514,13.0241,44,11.9559,
SHITOMASI,13.2263,1874,FREAK,61.7685,MAT_BF,SEL_KNN,164.964,521,11.1746,47,12.902,
SHITOMASI,12.9889,1912,FREAK,61.9284,MAT_BF,SEL_KNN,164.063,507,12.8086,42,11.1899,
SHITOMASI,12.8604,1930,FREAK,60.3185,MAT_BF,SEL_KNN,169.593,507,8.95978,40,12.9405,
SHITOMASI,12.9461,1881,FREAK,60.3804,MAT_BF,SEL_KNN,167.3,485,9.96439,44,12.5287,
SHITOMASI,12.8608,1886,FREAK,62.9909,MAT_BF,SEL_KNN,162.802,529,9.59863,50,11.9191,
SHITOMASI,12.7721,1957,FREAK,61.4242,MAT_BF,SEL_KNN,169.358,536,8.52157,45,11.1548,
SHITOMASI,12.7035,1888,FREAK,62.5188,MAT_BF,SEL_KNN,166.656,542,9.51556,38,8.38985,
SHITOMASI,12.9642,1919,FREAK,62.9286,MAT_BF,SEL_KNN,169.13,555,9.61238,41,11.8304,
SHITOMASI,12.6855,2057,FREAK,62.016,MAT_BF,SEL_KNN,182.331,547,8.3988,40,7.06356,
SHITOMASI,12.5023,1723,BRIEF,6.11379,
SHITOMASI,12.6864,1759,BRIEF,5.99069,MAT_BF,SEL_KNN,73.2866,803,12.5156,57,14.2952,
SHITOMASI,12.2131,1820,BRIEF,6.3757,MAT_BF,SEL_KNN,79.2565,800,12.6142,65,12.9876,
SHITOMASI,12.8432,1850,BRIEF,6.39776,MAT_BF,SEL_KNN,82.2911,911,14.091,71,10.1673,
SHITOMASI,13.7353,1828,BRIEF,6.62571,MAT_BF,SEL_KNN,83.1463,869,16.6894,66,11.5009,
SHITOMASI,14.0334,1806,BRIEF,9.6599,MAT_BF,SEL_KNN,78.6435,853,15.7466,67,12.3552,
SHITOMASI,15.9861,1877,BRIEF,6.38611,MAT_BF,SEL_KNN,75.7942,851,12.7834,72,14.6109,
SHITOMASI,16.0537,1894,BRIEF,7.16682,MAT_BF,SEL_KNN,79.8042,836,11.9844,78,13.4924,
SHITOMASI,16.438,1889,BRIEF,6.11015,MAT_BF,SEL_KNN,77.1867,879,13.1241,80,12.5881,
SHITOMASI,16.2911,1917,BRIEF,6.73702,MAT_BF,SEL_KNN,82.1681,849,13.0241,66,11.7069,
SHITOMASI,15.7464,1874,BRIEF,6.34595,MAT_BF,SEL_KNN,80.2801,857,11.1746,74,13.4042,
SHITOMASI,16.827,1912,BRIEF,6.22605,MAT_BF,SEL_KNN,78.0271,873,12.8086,63,11.4293,
SHITOMASI,16.4641,1930,BRIEF,6.4606,MAT_BF,SEL_KNN,91.8299,894,8.95978,79,11.2447,
SHITOMASI,16.4749,1881,BRIEF,6.43881,MAT_BF,SEL_KNN,82.2529,910,9.96439,74,12.4169,
SHITOMASI,15.7612,1886,BRIEF,6.05126,MAT_BF,SEL_KNN,82.2522,923,9.59863,79,12.7067,
SHITOMASI,12.9565,1957,BRIEF,10.1422,MAT_BF,SEL_KNN,84.4868,938,8.52157,77,11.9757,
SHITOMASI,12.659,1888,BRIEF,7.908,MAT_BF,SEL_KNN,85.31,910,9.51556,68,12.1502,
SHITOMASI,13.3389,1919,BRIEF,9.80525,MAT_BF,SEL_KNN,83.4294,931,9.61238,64,10.7263,
SHITOMASI,18.6399,2057,BRIEF,6.3103,MAT_BF,SEL_KNN,88.8466,962,8.3988,74,8.38114,
SHITOMASI,15.3288,1723,ORB,3.89284,
SHITOMASI,16.2733,1759,ORB,3.91839,MAT_BF,SEL_KNN,73.718,684,12.5156,59,14.5798,
SHITOMASI,15.5748,1820,ORB,3.67819,MAT_BF,SEL_KNN,76.352,718,12.6142,55,11.9564,
SHITOMASI,16.3624,1850,ORB,3.74205,MAT_BF,SEL_KNN,79.829,741,14.091,57,11.8924,
SHITOMASI,12.1663,1828,ORB,4.36753,MAT_BF,SEL_KNN,77.7196,720,16.6894,61,12.2613,
SHITOMASI,12.979,1806,ORB,3.88809,MAT_BF,SEL_KNN,75.6245,717,15.7466,52,13.0276,
SHITOMASI,13.3691,1877,ORB,6.42154,MAT_BF,SEL_KNN,76.2815,715,12.7834,59,13.4761,
SHITOMASI,16.4264,1894,ORB,3.71574,MAT_BF,SEL_KNN,77.7765,716,11.9844,62,12.5645,
SHITOMASI,15.9627,1889,ORB,3.89402,MAT_BF,SEL_KNN,81.0548,751,13.1241,62,13.4223,
SHITOMASI,16.3676,1917,ORB,4.06841,MAT_BF,SEL_KNN,82.9319,715,13.0241,61,10.6746,
SHITOMASI,12.65,1874,ORB,3.72079,MAT_BF,SEL_KNN,81.3076,692,11.1746,63,13.3212,
SHITOMASI,13.1352,1912,ORB,4.14952,MAT_BF,SEL_KNN,80.2258,750,12.8086,56,11.0036,
SHITOMASI,12.4616,1930,ORB,3.70893,MAT_BF,SEL_KNN,84.971,771,8.95978,68,12.1102,
SHITOMASI,13.8194,1881,ORB,3.72436,MAT_BF,SEL_KNN,82.5195,742,9.96439,69,12.611,
SHITOMASI,13.0036,1886,ORB,3.85066,MAT_BF,SEL_KNN,80.3625,777,9.59863,61,11.545,
SHITOMASI,16.4278,1957,ORB,3.88628,MAT_BF,SEL_KNN,84.7116,764,8.52157,61,9.06495,
SHITOMASI,16.3751,1888,ORB,3.72851,MAT_BF,SEL_KNN,83.4208,762,9.51556,63,12.3255,
SHITOMASI,16.0465,1919,ORB,4.17167,MAT_BF,SEL_KNN,83.6665,765,9.61238,57,8.62254,
SHITOMASI,16.9319,2057,ORB,3.90782,MAT_BF,SEL_KNN,89.2614,832,8.3988,67,8.57717,
SHITOMASI,15.4393,1723,SIFT,58.5705,
SHITOMASI,12.9553,1759,SIFT,58.9442,MAT_BF,SEL_KNN,102.108,1260,12.5156,77,14.2804,
SHITOMASI,12.3961,1820,SIFT,82.8991,MAT_BF,SEL_KNN,108.448,1257,12.6142,86,12.9004,
SHITOMASI,12.3377,1850,SIFT,59.2727,MAT_BF,SEL_KNN,110.634,1321,14.091,88,11.6087,
SHITOMASI,13.1905,1828,SIFT,60.6985,MAT_BF,SEL_KNN,113.907,1344,16.6894,85,12.9162,
SHITOMASI,12.5194,1806,SIFT,59.5555,MAT_BF,SEL_KNN,113.304,1324,15.7466,88,12.1886,
SHITOMASI,13.5829,1877,SIFT,60.694,MAT_BF,SEL_KNN,114.319,1287,12.7834,86,13.0553,
SHITOMASI,13.0586,1894,SIFT,61.0957,MAT_BF,SEL_KNN,121.317,1310,11.9844,93,13.3235,
SHITOMASI,13.2385,1889,SIFT,62.6962,MAT_BF,SEL_KNN,120.005,1337,13.1241,97,12.1376,
SHITOMASI,12.982,1917,SIFT,62.5972,MAT_BF,SEL_KNN,121.023,1334,13.0241,88,11.9899,
SHITOMASI,13.057,1874,SIFT,61.5637,MAT_BF,SEL_KNN,122.96,1324,11.1746,88,13.3599,
SHITOMASI,12.9349,1912,SIFT,61.5944,MAT_BF,SEL_KNN,118.294,1299,12.8086,81,12.0821,
SHITOMASI,12.9348,1930,SIFT,64.2666,MAT_BF,SEL_KNN,125.809,1356,8.95978,94,11.6524,
SHITOMASI,12.8213,1881,SIFT,61.9426,MAT_BF,SEL_KNN,122.889,1372,9.96439,96,11.6194,
SHITOMASI,12.9804,1886,SIFT,61.3371,MAT_BF,SEL_KNN,117.423,1359,9.59863,92,10.9335,
SHITOMASI,13.0631,1957,SIFT,62.2562,MAT_BF,SEL_KNN,121.875,1400,8.52157,90,12.5287,
SHITOMASI,12.9109,1888,SIFT,60.8078,MAT_BF,SEL_KNN,123.663,1425,9.51556,89,11.3027,
SHITOMASI,13.1406,1919,SIFT,62.9902,MAT_BF,SEL_KNN,122.281,1442,9.61238,92,10.7884,
SHITOMASI,13.6429,2057,SIFT,64.0483,MAT_BF,SEL_KNN,148.792,1487,8.3988,96,9.52513,
SHITOMASI,12.6819,1723,BRISK,17.625,
SHITOMASI,12.79,1759,BRISK,18.8658,MAT_BF,SEL_KNN,162.315,577,12.5156,50,12.8228,
SHITOMASI,13.7428,1820,BRISK,19.1526,MAT_BF,SEL_KNN,166.469,568,12.6142,50,12.6968,
SHITOMASI,13.3321,1850,BRISK,19.3763,MAT_BF,SEL_KNN,174.536,618,14.091,42,14.4793,
SHITOMASI,12.852,1828,BRISK,19.6414,MAT_BF,SEL_KNN,177.595,589,16.6894,53,12.7779,
SHITOMASI,12.5847,1806,BRISK,18.4674,MAT_BF,SEL_KNN,167.077,610,15.7466,52,12.2694,
SHITOMASI,13.1285,1877,BRISK,18.8772,MAT_BF,SEL_KNN,169.468,598,12.7834,48,14.0207,
SHITOMASI,12.9123,1894,BRISK,19.8175,MAT_BF,SEL_KNN,175.178,580,11.9844,58,12.7924,
SHITOMASI,13.1209,1889,BRISK,19.4225,MAT_BF,SEL_KNN,179.267,613,13.1241,48,13.2285,
SHITOMASI,12.7395,1917,BRISK,20.2209,MAT_BF,SEL_KNN,181.502,595,13.0241,53,11.7376,
SHITOMASI,13.2241,1874,BRISK,18.8962,MAT_BF,SEL_KNN,181.528,601,11.1746,53,12.0439,
SHITOMASI,14.4179,1912,BRISK,19.8678,MAT_BF,SEL_KNN,176.411,615,12.8086,51,10.9042,
SHITOMASI,12.546,1930,BRISK,19.9258,MAT_BF,SEL_KNN,181.971,621,8.95978,63,11.8481,
SHITOMASI,12.6195,1881,BRISK,18.8402,MAT_BF,SEL_KNN,181.823,636,9.96439,55,13.0323,
SHITOMASI,13.0966,1886,BRISK,19.5412,MAT_BF,SEL_KNN,183.209,646,9.59863,58,11.8438,
SHITOMASI,13.0006,1957,BRISK,19.7972,MAT_BF,SEL_KNN,187.797,656,8.52157,55,9.94433,
SHITOMASI,12.301,1888,BRISK,19.3745,MAT_BF,SEL_KNN,187.331,638,9.51556,48,10.6857,
SHITOMASI,12.8417,1919,BRISK,18.8894,MAT_BF,SEL_KNN,184.394,697,9.61238,54,11.3134,
SHITOMASI,12.8074,2057,BRISK,20.8153,MAT_BF,SEL_KNN,201.322,725,8.3988,55,10.6426,
AKAZE,87.2523,1513,FREAK,57.8773,
AKAZE,75.2414,1541,FREAK,57.6921,MAT_BF,SEL_KNN,134.119,570,12.5156,59,11.9154,
AKAZE,77.9872,1529,FREAK,57.5215,MAT_BF,SEL_KNN,136.173,627,12.6142,59,15.0838,
AKAZE,77.3869,1561,FREAK,57.7829,MAT_BF,SEL_KNN,139.964,620,14.091,65,14.2566,
AKAZE,79.6315,1545,FREAK,57.5951,MAT_BF,SEL_KNN,142.848,601,16.6894,69,14.7102,
AKAZE,79.1005,1526,FREAK,57.1431,MAT_BF,SEL_KNN,137.051,580,15.7466,64,15.1012,
AKAZE,76.8384,1566,FREAK,56.3767,MAT_BF,SEL_KNN,135.012,621,12.7834,70,15.3406,
AKAZE,76.3983,1529,FREAK,58.1053,MAT_BF,SEL_KNN,137.397,627,11.9844,87,16.4926,
AKAZE,78.3836,1547,FREAK,56.1827,MAT_BF,SEL_KNN,134.763,605,13.1241,92,13.1106,
AKAZE,77.9689,1572,FREAK,56.3845,MAT_BF,SEL_KNN,133.894,600,13.0241,76,13.593,
AKAZE,80.2117,1567,FREAK,58.692,MAT_BF,SEL_KNN,144.079,597,11.1746,87,11.9137,
AKAZE,79.149,1538,FREAK,58.8484,MAT_BF,SEL_KNN,141.528,603,12.8086,71,12.1935,
AKAZE,79.5667,1513,FREAK,58.164,MAT_BF,SEL_KNN,136.954,618,8.95978,69,10.5787,
AKAZE,82.8653,1538,FREAK,58.222,MAT_BF,SEL_KNN,134.536,616,9.96439,86,10.9714,
AKAZE,85.9708,1555,FREAK,56.1337,MAT_BF,SEL_KNN,132.247,647,9.59863,81,9.52434,
AKAZE,83.1351,1544,FREAK,58.1967,MAT_BF,SEL_KNN,139.585,664,8.52157,63,9.51456,
AKAZE,85.6305,1563,FREAK,57.0943,MAT_BF,SEL_KNN,137.306,654,9.51556,71,9.6653,
AKAZE,79.4284,1561,FREAK,58.2562,MAT_BF,SEL_KNN,142.345,689,9.61238,72,9.7428,
AKAZE,78.3697,1569,FREAK,57.6041,MAT_BF,SEL_KNN,140.792,660,8.3988,67,9.12703,
AKAZE,85.776,1513,AKAZE,92.8841,
AKAZE,81.4008,1541,AKAZE,89.1987,MAT_BF,SEL_KNN,134.185,966,12.5156,94,12.2487,
AKAZE,76.9324,1529,AKAZE,87.1996,MAT_BF,SEL_KNN,133.341,929,12.6142,96,14.1093,
AKAZE,77.7716,1561,AKAZE,87.8601,MAT_BF,SEL_KNN,134.166,962,14.091,107,12.8635,
AKAZE,80.7734,1545,AKAZE,100.406,MAT_BF,SEL_KNN,137.144,978,16.6894,96,14.0162,
AKAZE,86.7894,1526,AKAZE,87.3418,MAT_BF,SEL_KNN,128.657,952,15.7466,90,15.1593,
AKAZE,78.6114,1566,AKAZE,87.8227,MAT_BF,SEL_KNN,137.545,967,12.7834,91,13.7623,
AKAZE,81.0933,1529,AKAZE,88.2576,MAT_BF,SEL_KNN,135.06,975,11.9844,108,15.2212,
AKAZE,79.8371,1547,AKAZE,89.6911,MAT_BF,SEL_KNN,135.244,976,13.1241,113,14.1023,
AKAZE,76.3189,1572,AKAZE,88.0294,MAT_BF,SEL_KNN,137.014,952,13.0241,108,13.8592,
AKAZE,81.598,1567,AKAZE,89.7609,MAT_BF,SEL_KNN,138.861,985,11.1746,117,11.6151,
AKAZE,78.2977,1538,AKAZE,87.2982,MAT_BF,SEL_KNN,137.303,953,12.8086,107,12.2031,
AKAZE,79.2949,1513,AKAZE,90.1866,MAT_BF,SEL_KNN,129.417,960,8.95978,112,11.4888,
AKAZE,77.9184,1538,AKAZE,87.231,MAT_BF,SEL_KNN,128.782,937,9.96439,106,10.7872,
