detector type,Keypoint detection time(ms),total keypoints,descriptor type,descriptor time taken(ms),matcher type,selector type,Matcher time taken(ms),No of matched points,TTC Lidar,matched points in currBB,TTC Camera,
ORB,4.49819,467,FREAK,40.8511,MAT_BF,SEL_KNN,2.60884,140,9.31455,3,nan,
ORB,4.22588,467,FREAK,41.0055,MAT_BF,SEL_KNN,2.61443,144,7.0739,9,-inf,
ORB,5.81128,467,FREAK,48.9771,MAT_BF,SEL_KNN,2.53203,150,10.7467,5,-inf,
ORB,4.1623,467,FREAK,40.8243,MAT_BF,SEL_KNN,2.56091,144,7.95998,7,-inf,
ORB,3.96923,467,FREAK,40.9978,MAT_BF,SEL_KNN,2.48686,144,10.0309,9,-inf,
ORB,4.35992,467,FREAK,41.1276,MAT_BF,SEL_KNN,2.29413,141,6.71108,4,-inf,
ORB,6.23914,467,FREAK,46.7317,MAT_BF,SEL_KNN,2.29536,134,6.14828,8,-inf,
ORB,4.23607,467,FREAK,41.1612,MAT_BF,SEL_KNN,2.33656,144,6.93814,8,-inf,
ORB,4.27623,467,FREAK,41.5601,MAT_BF,SEL_KNN,2.40754,158,5.82474,10,-inf,
ORB,4.34405,467,ORB,9.80254,
ORB,3.92636,467,ORB,2.97766,MAT_BF,SEL_KNN,6.78052,210,12.5156,23,13.2461,
ORB,3.95348,467,ORB,3.06416,MAT_BF,SEL_KNN,6.82688,206,12.6142,22,-inf,
ORB,4.13325,467,ORB,2.98108,MAT_BF,SEL_KNN,6.80913,204,14.091,28,37.371,
ORB,3.73001,467,ORB,3.00212,MAT_BF,SEL_KNN,6.74363,209,16.6894,32,47.497,
ORB,4.05647,467,ORB,2.99626,MAT_BF,SEL_KNN,6.76244,213,15.7466,22,38.364,
ORB,4.18186,467,ORB,3.04221,MAT_BF,SEL_KNN,6.79717,222,12.7834,25,-inf,
ORB,4.61217,467,ORB,3.16629,MAT_BF,SEL_KNN,7.29371,211,11.9844,34,14.2882,
ORB,4.27542,467,ORB,3.04096,MAT_BF,SEL_KNN,6.90935,193,13.1241,31,1075.38,
ORB,4.31187,467,ORB,2.99904,MAT_BF,SEL_KNN,6.9519,208,13.0241,36,-inf,
ORB,4.41814,467,ORB,3.0557,MAT_BF,SEL_KNN,6.84697,210,11.1746,30,12.9162,
ORB,4.22475,467,ORB,3.0126,MAT_BF,SEL_KNN,6.77668,201,12.8086,20,-inf,
ORB,3.99315,467,ORB,3.07222,MAT_BF,SEL_KNN,6.749,209,8.95978,31,13.0069,
ORB,3.9445,467,ORB,2.9957,MAT_BF,SEL_KNN,6.77284,208,9.96439,31,14.0032,
ORB,4.35178,467,ORB,3.14429,MAT_BF,SEL_KNN,7.00922,225,9.59863,36,10.9,
ORB,4.68796,467,ORB,3.05979,MAT_BF,SEL_KNN,6.98757,223,8.52157,27,21.503,
ORB,4.40081,467,ORB,3.05204,MAT_BF,SEL_KNN,6.99993,198,9.51556,26,12.0086,
ORB,4.38274,467,ORB,3.14165,MAT_BF,SEL_KNN,7.15257,215,9.61238,19,10.4972,
ORB,4.03405,467,ORB,2.99893,MAT_BF,SEL_KNN,6.79709,198,8.3988,24,11.9816,
ORB,4.35176,467,ORB,3.00229,MAT_BF,SEL_KNN,6.72865,198,8.84414,29,38.8873,
ORB,4.40089,467,ORB,2.93334,MAT_BF,SEL_KNN,6.71882,198,7.63865,36,10.7478,
ORB,4.00181,467,ORB,3.01239,MAT_BF,SEL_KNN,6.79475,200,6.75918,30,7.95384,
ORB,4.36346,467,ORB,2.99413,MAT_BF,SEL_KNN,6.76124,200,8.3923,30,7.97416,
ORB,4.2367,467,ORB,2.96101,MAT_BF,SEL_KNN,7.03305,205,7.9815,42,15.3537,
ORB,4.35429,467,ORB,3.08866,MAT_BF,SEL_KNN,6.9257,220,7.50588,41,21.3741,
ORB,4.13974,467,ORB,3.10729,MAT_BF,SEL_KNN,6.87223,225,6.91098,37,10.9771,
ORB,4.22554,467,ORB,3.04441,MAT_BF,SEL_KNN,6.80057,246,6.96627,43,-inf,
ORB,4.17764,467,ORB,3.02098,MAT_BF,SEL_KNN,7.08315,227,6.78891,41,-inf,
ORB,4.51701,467,ORB,3.03967,MAT_BF,SEL_KNN,6.88441,203,8.32762,45,-inf,
ORB,4.301,467,ORB,3.02831,MAT_BF,SEL_KNN,6.83014,222,6.96138,47,-inf,
ORB,4.2361,467,ORB,3.09606,MAT_BF,SEL_KNN,6.99321,204,10.5285,39,27.3966,
ORB,4.4871,467,ORB,3.10975,MAT_BF,SEL_KNN,7.12676,208,9.89322,46,-inf,
ORB,4.44177,467,ORB,3.15264,MAT_BF,SEL_KNN,6.85374,206,9.31455,34,-inf,
ORB,4.04966,467,ORB,3.03464,MAT_BF,SEL_KNN,6.76956,208,7.0739,30,35.7375,
ORB,3.95435,467,ORB,2.97018,MAT_BF,SEL_KNN,6.75078,222,10.7467,26,9.01735,
ORB,3.98693,467,ORB,2.96298,MAT_BF,SEL_KNN,6.76881,250,7.95998,39,13.6686,
ORB,4.15325,467,ORB,2.92228,MAT_BF,SEL_KNN,6.81968,246,10.0309,32,-inf,
ORB,4.38697,467,ORB,3.03222,MAT_BF,SEL_KNN,7.01679,233,6.71108,27,8.90112,
ORB,3.99137,467,ORB,3.09111,MAT_BF,SEL_KNN,7.08245,243,6.14828,41,18.9202,
ORB,4.36601,467,ORB,2.97223,MAT_BF,SEL_KNN,6.83675,245,6.93814,46,15.6093,
ORB,3.84328,467,ORB,3.00752,MAT_BF,SEL_KNN,6.71199,245,5.82474,54,62.6235,
ORB,4.35443,467,SIFT,627.528,
ORB,3.93992,467,SIFT,630.05,MAT_BF,SEL_KNN,9.09056,355,12.5156,38,16.3508,
ORB,6.1032,467,SIFT,639.483,MAT_BF,SEL_KNN,9.20958,362,12.6142,33,-inf,
ORB,5.07936,467,SIFT,628.674,MAT_BF,SEL_KNN,8.93448,357,14.091,45,17.9275,
ORB,4.81778,467,SIFT,624.828,MAT_BF,SEL_KNN,9.57521,356,16.6894,39,53.7513,
ORB,4.16021,467,SIFT,628.994,MAT_BF,SEL_KNN,9.26182,370,15.7466,37,52.5513,
ORB,4.31189,467,SIFT,629.966,MAT_BF,SEL_KNN,9.13029,376,12.7834,36,-inf,
ORB,4.35257,467,SIFT,643.895,MAT_BF,SEL_KNN,9.14258,378,11.9844,44,15.4507,
ORB,3.96971,467,SIFT,622.859,MAT_BF,SEL_KNN,9.06023,353,13.1241,42,14.9744,
ORB,4.00508,467,SIFT,625.413,MAT_BF,SEL_KNN,8.97537,355,13.0241,41,-inf,
ORB,3.99758,467,SIFT,628.55,MAT_BF,SEL_KNN,9.11622,363,11.1746,38,11.8304,
ORB,4.29165,467,SIFT,624.064,MAT_BF,SEL_KNN,8.99953,352,12.8086,28,87.0682,
ORB,4.0047,467,SIFT,620.692,MAT_BF,SEL_KNN,9.01357,354,8.95978,42,23.1088,
ORB,4.21999,467,SIFT,624.236,MAT_BF,SEL_KNN,8.96564,374,9.96439,37,11.9093,
ORB,4.20212,467,SIFT,623.817,MAT_BF,SEL_KNN,9.29137,382,9.59863,41,12.3488,
ORB,4.35643,467,SIFT,631.058,MAT_BF,SEL_KNN,9.22532,369,8.52157,34,22.3605,
ORB,4.43505,467,SIFT,629.162,MAT_BF,SEL_KNN,9.02822,352,9.51556,35,13.3941,
ORB,4.65383,467,SIFT,632.35,MAT_BF,SEL_KNN,9.49499,356,9.61238,31,7.46588,
ORB,4.4609,467,SIFT,626.509,MAT_BF,SEL_KNN,9.20907,357,8.3988,32,11.2262,
ORB,6.16447,467,SIFT,645.762,MAT_BF,SEL_KNN,8.9834,351,8.84414,38,13.9102,
ORB,4.45119,467,SIFT,630.198,MAT_BF,SEL_KNN,9.0102,361,7.63865,44,11.3069,
ORB,4.46941,467,SIFT,627.277,MAT_BF,SEL_KNN,9.0688,367,6.75918,40,10.8595,
ORB,4.46006,467,SIFT,628.627,MAT_BF,SEL_KNN,9.16404,365,8.3923,41,7.90563,
detector type,Keypoint detection time(ms),total keypoints,descriptor type,descriptor time taken(ms),matcher type,selector type,Matcher time taken(ms),No of matched points,TTC Lidar,matched points in currBB,TTC Camera,

HARRIS,50.1492,299,FREAK,51.4012,
HARRIS,35.388,820,FREAK,55.3344,MAT_BF,SEL_KNN,16.7501,37,12.5156,4,nan,
HARRIS,25.5687,319,FREAK,51.1001,MAT_BF,SEL_KNN,15.8183,153,12.6142,8,nan,
HARRIS,28.6894,583,FREAK,50.191,MAT_BF,SEL_KNN,11.0919,54,14.091,8,10.7715,
HARRIS,37.7265,940,FREAK,52.6357,MAT_BF,SEL_KNN,29.9335,71,16.6894,5,nan,
HARRIS,36.8674,913,FREAK,53.3234,MAT_BF,SEL_KNN,46.6735,154,15.7466,12,11.1356,
HARRIS,39.7708,1008,FREAK,54.2162,MAT_BF,SEL_KNN,49.3223,130,12.7834,10,nan,
HARRIS,46.0523,1149,FREAK,55.041,MAT_BF,SEL_KNN,62.5435,143,11.9844,21,11.1055,
HARRIS,30.2995,677,FREAK,51.144,MAT_BF,SEL_KNN,46.4402,149,13.1241,19,10.2239,
HARRIS,24.6973,364,FREAK,48.3285,MAT_BF,SEL_KNN,14.4651,111,13.0241,8,nan,
HARRIS,39.7624,1028,FREAK,52.7722,MAT_BF,SEL_KNN,21.2631,57,11.1746,10,nan,
HARRIS,26.6141,466,FREAK,50.1878,MAT_BF,SEL_KNN,27.0965,183,12.8086,21,10.3736,
HARRIS,28.3438,581,FREAK,50.3867,MAT_BF,SEL_KNN,15.585,101,8.95978,4,nan,
HARRIS,29.3671,634,FREAK,50.7033,MAT_BF,SEL_KNN,21.2344,133,9.96439,19,11.426,
HARRIS,25.4557,443,FREAK,48.7212,MAT_BF,SEL_KNN,16.6835,104,9.59863,11,nan,
HARRIS,41.7563,1082,FREAK,53.3991,MAT_BF,SEL_KNN,27.5004,80,8.52157,10,nan,
HARRIS,36.7142,817,FREAK,53.1566,MAT_BF,SEL_KNN,48.4771,185,9.51556,16,11.7931,
HARRIS,24.3243,340,FREAK,48.2359,MAT_BF,SEL_KNN,15.8753,127,9.61238,10,nan,
HARRIS,27.0378,433,FREAK,49.9988,MAT_BF,SEL_KNN,8.83816,62,8.3988,10,12.5217,
HARRIS,33.5879,813,FREAK,52.2087,MAT_BF,SEL_KNN,20.0423,68,8.84414,4,nan,
HARRIS,32.9363,778,FREAK,51.3464,MAT_BF,SEL_KNN,35.3909,134,7.63865,17,11.3009,
HARRIS,56.6071,1362,FREAK,54.1795,MAT_BF,SEL_KNN,57.2501,101,6.75918,11,7.01236,
HARRIS,26.4808,507,FREAK,49.3837,MAT_BF,SEL_KNN,36.131,212,8.3923,26,11.362,
HARRIS,24.6759,374,FREAK,48.4863,MAT_BF,SEL_KNN,11.4053,93,7.9815,11,11.8956,
HARRIS,30.3219,678,FREAK,50.7065,MAT_BF,SEL_KNN,14.4392,61,7.50588,6,5.55407,
HARRIS,31.1919,537,FREAK,49.79,MAT_BF,SEL_KNN,20.5335,144,6.91098,16,13.0809,
HARRIS,62.0756,1519,FREAK,55.8781,MAT_BF,SEL_KNN,43.7892,82,6.96627,12,13.4444,
HARRIS,54.3957,1369,FREAK,54.9812,MAT_BF,SEL_KNN,106.385,239,6.78891,22,17.5084,
HARRIS,37.1981,901,FREAK,52.2739,MAT_BF,SEL_KNN,65.2301,230,8.32762,32,15.1059,
HARRIS,97.2621,2129,FREAK,59.4083,MAT_BF,SEL_KNN,99.6212,115,6.96138,23,-14.1114,
HARRIS,220.197,3360,FREAK,68.7607,MAT_BF,SEL_KNN,364.113,269,10.5285,48,14.735,
HARRIS,37.8962,963,FREAK,52.9789,MAT_BF,SEL_KNN,172.008,408,9.89322,70,15.0112,
HARRIS,37.6213,374,FREAK,48.4295,MAT_BF,SEL_KNN,21.3973,145,9.31455,21,-inf,
HARRIS,68.3608,1657,FREAK,56.1878,MAT_BF,SEL_KNN,34.239,61,7.0739,0,-1,
HARRIS,27.5265,558,FREAK,49.7962,MAT_BF,SEL_KNN,50.6248,271,10.7467,29,296.605,
HARRIS,24.1482,321,FREAK,48.054,MAT_BF,SEL_KNN,10.8647,108,7.95998,12,nan,
HARRIS,721.999,6573,FREAK,93.1879,MAT_BF,SEL_KNN,113.49,40,10.0309,0,-1,
HARRIS,29.5086,629,FREAK,51.1128,MAT_BF,SEL_KNN,219.832,546,6.71108,43,7.42981,
HARRIS,26.9154,510,FREAK,49.4933,MAT_BF,SEL_KNN,18.1015,141,6.14828,28,-19.7183,
HARRIS,33.3911,808,FREAK,57.3864,MAT_BF,SEL_KNN,23.9339,85,6.93814,17,-11.8079,
HARRIS,26.1956,454,FREAK,49.4685,MAT_BF,SEL_KNN,21.317,174,5.82474,9,nan,
HARRIS,23.4227,299,BRIEF,1.99082,
HARRIS,34.2628,820,BRIEF,3.51265,MAT_BF,SEL_KNN,7.24705,54,12.5156,5,nan,
HARRIS,24.1164,319,BRIEF,1.86655,MAT_BF,SEL_KNN,7.89294,229,12.6142,11,34.1514,
HARRIS,28.0944,583,BRIEF,2.79192,MAT_BF,SEL_KNN,5.5931,86,14.091,12,-151.386,
HARRIS,36.8629,940,BRIEF,4.17553,MAT_BF,SEL_KNN,17.0744,114,16.6894,10,nan,
HARRIS,36.1877,913,BRIEF,3.96693,MAT_BF,SEL_KNN,25.6581,187,15.7466,15,16.6076,
HARRIS,39.8519,1008,BRIEF,4.03479,MAT_BF,SEL_KNN,27.7504,189,12.7834,29,17.7482,
HARRIS,44.6335,1149,BRIEF,4.47171,MAT_BF,SEL_KNN,33.554,207,11.9844,32,12.3971,
HARRIS,30.5202,677,BRIEF,2.99821,MAT_BF,SEL_KNN,23.6003,276,13.1241,34,12.3725,
HARRIS,24.8908,364,BRIEF,2.05797,MAT_BF,SEL_KNN,7.70677,165,13.0241,14,2.47665,
HARRIS,39.772,1028,BRIEF,4.23788,MAT_BF,SEL_KNN,12.8416,87,11.1746,14,-inf,
HARRIS,26.3572,466,BRIEF,2.331,MAT_BF,SEL_KNN,14.7138,218,12.8086,13,11.8135,
HARRIS,39.5584,581,BRIEF,2.98637,MAT_BF,SEL_KNN,12.2169,115,8.95978,6,11.414,
HARRIS,30.2352,634,BRIEF,2.87314,MAT_BF,SEL_KNN,11.686,168,9.96439,31,13.301,
HARRIS,25.7003,443,BRIEF,2.31655,MAT_BF,SEL_KNN,10.1922,183,9.59863,26,nan,
HARRIS,41.6122,1082,BRIEF,4.5887,MAT_BF,SEL_KNN,15.7468,102,8.52157,24,nan,
HARRIS,43.7761,817,BRIEF,3.39986,MAT_BF,SEL_KNN,26.8986,226,9.51556,22,10.0437,
HARRIS,24.0566,340,BRIEF,1.97895,MAT_BF,SEL_KNN,8.0947,208,9.61238,8,nan,
HARRIS,26.2178,433,BRIEF,2.31445,MAT_BF,SEL_KNN,4.36012,91,8.3988,15,249.395,
HARRIS,33.3716,813,BRIEF,3.74145,MAT_BF,SEL_KNN,10.9745,98,8.84414,6,12.5357,
HARRIS,32.9239,778,BRIEF,4.00812,MAT_BF,SEL_KNN,23.033,166,7.63865,15,11.3009,
HARRIS,55.39,1362,BRIEF,5.21729,MAT_BF,SEL_KNN,30.7385,139,6.75918,12,-inf,
HARRIS,26.3718,507,BRIEF,2.46344,MAT_BF,SEL_KNN,19.6443,316,8.3923,43,10.2758,
HARRIS,24.4655,374,BRIEF,2.29544,MAT_BF,SEL_KNN,5.45672,135,7.9815,21,10.9472,
HARRIS,30.3827,678,BRIEF,3.01169,MAT_BF,SEL_KNN,9.19189,86,7.50588,4,-inf,
HARRIS,27.693,537,BRIEF,2.87868,MAT_BF,SEL_KNN,11.3268,183,6.91098,21,13.7917,
HARRIS,61.755,1519,BRIEF,5.67861,MAT_BF,SEL_KNN,23.184,106,6.96627,5,nan,
HARRIS,55.31,1369,BRIEF,5.28617,MAT_BF,SEL_KNN,56.2596,368,6.78891,14,-inf,
HARRIS,36.8923,901,BRIEF,3.83542,MAT_BF,SEL_KNN,35.8664,334,8.32762,51,68.6422,
HARRIS,99.3568,2129,BRIEF,7.77596,MAT_BF,SEL_KNN,53.0953,165,6.96138,25,-inf,
HARRIS,208.419,3360,BRIEF,12.1985,MAT_BF,SEL_KNN,192.496,418,10.5285,55,11.9855,
HARRIS,37.5626,963,BRIEF,4.05923,MAT_BF,SEL_KNN,92.0972,660,9.89322,102,15.4625,
HARRIS,24.9928,374,BRIEF,2.14431,MAT_BF,SEL_KNN,11.6511,213,9.31455,20,-15.5471,
HARRIS,69.0966,1657,BRIEF,6.87144,MAT_BF,SEL_KNN,19.1692,79,7.0739,19,-2040.35,
HARRIS,32.5773,558,BRIEF,2.73825,MAT_BF,SEL_KNN,28.8414,417,10.7467,56,-inf,
HARRIS,23.1727,321,BRIEF,3.03009,MAT_BF,SEL_KNN,5.52759,174,7.95998,19,14.9389,
HARRIS,724.994,6573,BRIEF,21.9053,MAT_BF,SEL_KNN,59.3772,48,10.0309,4,-inf,
HARRIS,35.5251,629,BRIEF,3.21823,MAT_BF,SEL_KNN,117.463,900,6.71108,65,7.74844,
HARRIS,39.9677,510,BRIEF,2.55175,MAT_BF,SEL_KNN,14.8862,174,6.14828,29,-19.6128,
HARRIS,33.8234,808,BRIEF,3.47216,MAT_BF,SEL_KNN,12.9318,106,6.93814,18,-18.2025,
HARRIS,26.1739,454,BRIEF,2.3456,MAT_BF,SEL_KNN,11.7655,251,5.82474,33,27.7208,
HARRIS,24.1353,299,ORB,4.53338,
HARRIS,33.6776,820,ORB,2.61267,MAT_BF,SEL_KNN,7.61505,55,12.5156,4,nan,
HARRIS,23.0446,319,ORB,2.61225,MAT_BF,SEL_KNN,7.75718,220,12.6142,10,19.5571,
HARRIS,28.0886,583,ORB,2.21472,MAT_BF,SEL_KNN,5.41391,87,14.091,10,nan,
HARRIS,37.2143,940,ORB,3.05354,MAT_BF,SEL_KNN,17.1721,101,16.6894,11,39.1628,
HARRIS,36.0588,913,ORB,2.74963,MAT_BF,SEL_KNN,25.1927,189,15.7466,18,11.0081,
HARRIS,39.4524,1008,ORB,2.95419,MAT_BF,SEL_KNN,27.105,172,12.7834,18,10.3217,
HARRIS,49.4403,1149,ORB,3.1412,MAT_BF,SEL_KNN,33.6647,201,11.9844,26,11.1,
HARRIS,33.5599,677,ORB,2.42648,MAT_BF,SEL_KNN,26.7664,209,13.1241,29,14.7502,
HARRIS,27.4285,364,ORB,2.36564,MAT_BF,SEL_KNN,7.60989,172,13.0241,20,nan,
HARRIS,43.0817,1028,ORB,2.99602,MAT_BF,SEL_KNN,12.8775,58,11.1746,5,nan,
HARRIS,29.1561,466,ORB,2.40969,MAT_BF,SEL_KNN,15.7626,218,12.8086,13,nan,
HARRIS,30.7481,581,ORB,2.26003,MAT_BF,SEL_KNN,7.90615,112,8.95978,9,5.65702,
